"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0050670","BP","GO:0050670","regulation of lymphocyte proliferation","10/107","239/18903",1.03980611960231e-06,1.94736040095105e-05,8.78652563835662e-06,"695/84433/1493/50943/3553/3559/3569/3718/7037/7048",10
"GO:0006275","BP","GO:0006275","regulation of DNA replication","8/107","136/18903",1.04585271680496e-06,1.94969974362172e-05,8.79708079514357e-06,"675/890/990/8317/983/1950/4173/5111",8
"GO:0006302","BP","GO:0006302","double-strand break repair","11/107","300/18903",1.07444873146679e-06,1.99386285145253e-05,8.99634554297115e-06,"672/675/8318/8317/113130/1111/11200/2177/4173/407006/5888",11
"GO:0061982","BP","GO:0061982","meiosis I cell cycle process","8/107","137/18903",1.10554845644288e-06,2.04117727386265e-05,9.20982907964343e-06,"6790/675/898/993/995/2177/5347/5888",8
"GO:0051054","BP","GO:0051054","positive regulation of DNA metabolic process","11/107","301/18903",1.10999059430031e-06,2.04117727386265e-05,9.20982907964343e-06,"9212/672/8317/983/1950/2247/3569/5111/5888/28984/7037",11
"GO:0046686","BP","GO:0046686","response to cadmium ion","6/107","60/18903",1.11556766395578e-06,2.0421923361785e-05,9.21440905932178e-06,"983/2353/3725/4318/5111/7015",6
"GO:1990874","BP","GO:1990874","vascular associated smooth muscle cell proliferation","7/107","95/18903",1.12110145431633e-06,2.04311942167783e-05,9.21859208599975e-06,"2247/3725/407006/407007/4318/5468/7015",7
"GO:0045766","BP","GO:0045766","positive regulation of angiogenesis","9/107","187/18903",1.16575881439278e-06,2.10561947630766e-05,9.50059347215072e-06,"672/947/2022/2247/2624/3553/406913/7015/7048",9
"GO:1904018","BP","GO:1904018","positive regulation of vasculature development","9/107","187/18903",1.16575881439278e-06,2.10561947630766e-05,9.50059347215072e-06,"672/947/2022/2247/2624/3553/406913/7015/7048",9
"GO:0032944","BP","GO:0032944","regulation of mononuclear cell proliferation","10/107","243/18903",1.20859572285105e-06,2.17333319365781e-05,9.80611899956461e-06,"695/84433/1493/50943/3553/3559/3569/3718/7037/7048",10
"GO:1902893","BP","GO:1902893","regulation of miRNA transcription","6/107","61/18903",1.23161377951987e-06,2.20496845813601e-05,9.94885788974548e-06,"2247/2353/2624/3725/5468/7015",6
"GO:2001251","BP","GO:2001251","negative regulation of chromosome organization","7/107","97/18903",1.2913224659696e-06,2.30172565864055e-05,1.03854281427472e-05,"9212/332/701/891/991/55143/5347",7
"GO:0045428","BP","GO:0045428","regulation of nitric oxide biosynthetic process","6/107","62/18903",1.35734356571085e-06,2.38798452426359e-05,1.07746297173311e-05,"857/947/948/3043/3458/3553",6
"GO:0060038","BP","GO:0060038","cardiac muscle cell proliferation","6/107","62/18903",1.35734356571085e-06,2.38798452426359e-05,1.07746297173311e-05,"983/2066/2247/2263/407007/7048",6
"GO:0061614","BP","GO:0061614","miRNA transcription","6/107","62/18903",1.35734356571085e-06,2.38798452426359e-05,1.07746297173311e-05,"2247/2353/2624/3725/5468/7015",6
"GO:0001889","BP","GO:0001889","liver development","8/107","141/18903",1.37430953061731e-06,2.40741117777102e-05,1.08622831321931e-05,"6790/1030/2146/6927/3569/3725/4233/5111",8
"GO:2001233","BP","GO:2001233","regulation of apoptotic signaling pathway","12/107","374/18903",1.38170200706286e-06,2.40997294279119e-05,1.08738418626768e-05,"672/857/960/6387/2623/3553/407006/407007/4318/5979/7015/8626",12
"GO:0007162","BP","GO:0007162","negative regulation of cell adhesion","11/107","308/18903",1.3891435299801e-06,2.41259799394835e-05,1.08856861413645e-05,"1029/1493/6387/4072/50943/3559/3718/407006/407007/5295/28984",11
"GO:0002532","BP","GO:0002532","production of molecular mediator involved in inflammatory response","7/107","100/18903",1.58691377097843e-06,2.74434790010908e-05,1.23825477672763e-05,"695/948/2146/283120/3569/407006/407007",7
"GO:0061008","BP","GO:0061008","hepaticobiliary system development","8/107","144/18903",1.6107339907583e-06,2.77373853323802e-05,1.25151588398794e-05,"6790/1030/2146/6927/3569/3725/4233/5111",8
"GO:0080164","BP","GO:0080164","regulation of nitric oxide metabolic process","6/107","65/18903",1.79888844737596e-06,3.08467622368603e-05,1.39181153689937e-05,"857/947/948/3043/3458/3553",6
"GO:0045639","BP","GO:0045639","positive regulation of myeloid cell differentiation","7/107","103/18903",1.93713346507661e-06,3.29393740672441e-05,1.4862305642649e-05,"1440/2353/2623/2624/3458/407006/407007",7
"GO:0048144","BP","GO:0048144","fibroblast proliferation","7/107","103/18903",1.93713346507661e-06,3.29393740672441e-05,1.4862305642649e-05,"857/890/891/990/983/1869/3725",7
"GO:0055023","BP","GO:0055023","positive regulation of cardiac muscle tissue growth","5/107","37/18903",1.99592015316479e-06,3.37975812602572e-05,1.52495302930398e-05,"983/2066/2247/2263/407007",5
"GO:0098813","BP","GO:0098813","nuclear chromosome segregation","11/107","321/18903",2.0749162810945e-06,3.49894596114857e-05,1.57873079784522e-05,"9212/332/701/891/898/991/990/113130/55143/2177/5347",11
"GO:0090399","BP","GO:0090399","replicative senescence","4/107","17/18903",2.18200161174828e-06,3.6643200620434e-05,1.65334789372141e-05,"1029/1111/11200/7015",4
"GO:0022408","BP","GO:0022408","negative regulation of cell-cell adhesion","9/107","202/18903",2.2086635043311e-06,3.69383065086484e-05,1.66666312520891e-05,"1493/6387/4072/50943/3559/3718/407006/407007/28984",9
"GO:0071456","BP","GO:0071456","cellular response to hypoxia","8/107","151/18903",2.30054068601994e-06,3.83172022458404e-05,1.72887915230662e-05,"890/947/1869/2353/406913/5468/28984/7015",8
"GO:0000070","BP","GO:0000070","mitotic sister chromatid segregation","9/107","204/18903",2.39528934881479e-06,3.97324731166665e-05,1.79273643206675e-05,"9212/332/701/891/991/990/113130/55143/5347",9
"GO:0014013","BP","GO:0014013","regulation of gliogenesis","7/107","107/18903",2.50264915102263e-06,4.13445778445364e-05,1.86547489134849e-05,"1030/1869/2146/3553/3569/407006/407007",7
"GO:0055021","BP","GO:0055021","regulation of cardiac muscle tissue growth","6/107","69/18903",2.56340036394157e-06,4.21767574050953e-05,1.90302298486521e-05,"983/2066/2247/2263/407007/7048",6
"GO:0033138","BP","GO:0033138","positive regulation of peptidyl-serine phosphorylation","7/107","108/18903",2.66374601119455e-06,4.36510636673171e-05,1.96954395224996e-05,"857/960/1440/3458/3569/5979/7037",7
"GO:0051091","BP","GO:0051091","positive regulation of DNA-binding transcription factor activity","10/107","266/18903",2.72505836615449e-06,4.44764546186822e-05,2.00678574248198e-05,"695/84433/857/948/1440/3553/3569/5468/28984/7037",10
"GO:0051988","BP","GO:0051988","regulation of attachment of spindle microtubules to kinetochore","4/107","18/18903",2.79322112178097e-06,4.52902543437529e-05,2.04350453446999e-05,"9212/332/891/55143",4
"GO:2001236","BP","GO:2001236","regulation of extrinsic apoptotic signaling pathway","8/107","155/18903",2.79720812999064e-06,4.52902543437529e-05,2.04350453446999e-05,"672/857/2623/3553/407006/407007/5979/7015",8
"GO:0070663","BP","GO:0070663","regulation of leukocyte proliferation","10/107","269/18903",3.01174565930234e-06,4.83825672321541e-05,2.18303025586439e-05,"695/84433/1493/50943/3553/3559/3569/3718/7037/7048",10
"GO:1904035","BP","GO:1904035","regulation of epithelial cell apoptotic process","7/107","110/18903",3.01200529274975e-06,4.83825672321541e-05,2.18303025586439e-05,"6347/2624/283120/3569/406913/28984/7015",7
"GO:0009612","BP","GO:0009612","response to mechanical stimulus","9/107","211/18903",3.15957227883498e-06,5.05531564613597e-05,2.2809676376836e-05,"1111/6387/2022/2247/2353/3553/3725/4792/7048",9
"GO:0042098","BP","GO:0042098","T cell proliferation","9/107","212/18903",3.28426009179097e-06,5.23420902472099e-05,2.36168465630542e-05,"84433/1493/50943/3553/3559/3569/3718/7037/7048",9
"GO:0060421","BP","GO:0060421","positive regulation of heart growth","5/107","41/18903",3.3702591910568e-06,5.34830754855063e-05,2.41316611831102e-05,"983/2066/2247/2263/407007",5
"GO:0036294","BP","GO:0036294","cellular response to decreased oxygen levels","8/107","159/18903",3.38217283459033e-06,5.34830754855063e-05,2.41316611831102e-05,"890/947/1869/2353/406913/5468/28984/7015",8
"GO:0002067","BP","GO:0002067","glandular epithelial cell differentiation","6/107","73/18903",3.57410003026375e-06,5.62990020271004e-05,2.54022123733964e-05,"857/2247/2263/2624/5241/8626",6
"GO:0051348","BP","GO:0051348","negative regulation of transferase activity","10/107","276/18903",3.78470440619308e-06,5.93862498330837e-05,2.67951842129175e-05,"701/857/991/1029/1030/3458/3553/5347/5468/7070",10
"GO:0051235","BP","GO:0051235","maintenance of location","11/107","342/18903",3.81643451752478e-06,5.95311187360002e-05,2.68605493260755e-05,"580/857/930/948/2247/3553/3569/3973/4792/5468/7070",11
"GO:1903707","BP","GO:1903707","negative regulation of hemopoiesis","7/107","114/18903",3.82323375740552e-06,5.95311187360002e-05,2.68605493260755e-05,"1493/50943/2624/3718/407006/407007/5295",7
"GO:0050766","BP","GO:0050766","positive regulation of phagocytosis","6/107","74/18903",3.87170659574468e-06,5.98274357608608e-05,2.69942481080138e-05,"695/6347/948/2624/3458/3553",6
"GO:0090307","BP","GO:0090307","mitotic spindle assembly","6/107","74/18903",3.87170659574468e-06,5.98274357608608e-05,2.69942481080138e-05,"9212/332/991/55143/11200/5347",6
"GO:0035710","BP","GO:0035710","CD4-positive, alpha-beta T cell activation","7/107","115/18903",4.05224682149561e-06,6.2380041979387e-05,2.81459886883786e-05,"84433/50943/3458/3559/3569/3718/7048",7
"GO:1902850","BP","GO:1902850","microtubule cytoskeleton organization involved in mitosis","8/107","163/18903",4.06786209193943e-06,6.23841190250635e-05,2.81478282588222e-05,"6790/9212/332/891/991/55143/11200/5347",8
"GO:0071479","BP","GO:0071479","cellular response to ionizing radiation","6/107","75/18903",4.18916679329393e-06,6.40029092028064e-05,2.88782293388129e-05,"580/672/675/894/11200/5888",6
"GO:0030856","BP","GO:0030856","regulation of epithelial cell differentiation","8/107","164/18903",4.25660075763424e-06,6.47896085356763e-05,2.92331895123156e-05,"857/1030/2146/2247/3458/3553/4318/8626",8
"GO:0001937","BP","GO:0001937","negative regulation of endothelial cell proliferation","6/107","76/18903",4.52747811075643e-06,6.81469297856079e-05,3.07480189822132e-05,"857/6347/406913/407007/5468/28984",6
"GO:0006809","BP","GO:0006809","nitric oxide biosynthetic process","6/107","76/18903",4.52747811075643e-06,6.81469297856079e-05,3.07480189822132e-05,"857/947/948/3043/3458/3553",6
"GO:0060420","BP","GO:0060420","regulation of heart growth","6/107","76/18903",4.52747811075643e-06,6.81469297856079e-05,3.07480189822132e-05,"983/2066/2247/2263/407007/7048",6
"GO:0045860","BP","GO:0045860","positive regulation of protein kinase activity","12/107","420/18903",4.57022331630898e-06,6.81645298116136e-05,3.07559601460399e-05,"891/894/990/1950/2066/2146/2247/3458/3553/3084/28984/7048",12
"GO:0019221","BP","GO:0019221","cytokine-mediated signaling pathway","13/107","496/18903",4.57516320557093e-06,6.81645298116136e-05,3.07559601460399e-05,"857/6347/960/1440/6387/3458/3553/3559/3569/3575/3718/4792/5468",13
"GO:0045165","BP","GO:0045165","cell fate commitment","10/107","282/18903",4.57896570830967e-06,6.81645298116136e-05,3.07559601460399e-05,"2066/2247/2263/50943/2623/2624/3569/4286/3084/5468",10
"GO:0051321","BP","GO:0051321","meiotic cell cycle","10/107","285/18903",5.0276829063674e-06,7.45711800418873e-05,3.3646652412186e-05,"6790/675/701/898/991/993/995/2177/5347/5888",10
"GO:0007568","BP","GO:0007568","aging","8/107","169/18903",5.31563967927382e-06,7.85446297217259e-05,3.54394801531409e-05,"9212/1030/2247/2353/5079/7037/7048/8626",8
"GO:0060353","BP","GO:0060353","regulation of cell adhesion molecule production","4/107","21/18903",5.39221252272675e-06,7.85446297217259e-05,3.54394801531409e-05,"857/3553/407006/407007",4
"GO:0090231","BP","GO:0090231","regulation of spindle checkpoint","4/107","21/18903",5.39221252272675e-06,7.85446297217259e-05,3.54394801531409e-05,"9212/332/891/55143",4
"GO:0090266","BP","GO:0090266","regulation of mitotic cell cycle spindle assembly checkpoint","4/107","21/18903",5.39221252272675e-06,7.85446297217259e-05,3.54394801531409e-05,"9212/332/891/55143",4
"GO:1903504","BP","GO:1903504","regulation of mitotic spindle checkpoint","4/107","21/18903",5.39221252272675e-06,7.85446297217259e-05,3.54394801531409e-05,"9212/332/891/55143",4
"GO:2000514","BP","GO:2000514","regulation of CD4-positive, alpha-beta T cell activation","6/107","79/18903",5.67799779882712e-06,8.24120823372623e-05,3.71844818254017e-05,"84433/50943/3458/3559/3718/7048",6
"GO:0032467","BP","GO:0032467","positive regulation of cytokinesis","5/107","46/18903",6.02772708153657e-06,8.65667153358525e-05,3.90590598101572e-05,"9212/332/8556/990/55143",5
"GO:0032625","BP","GO:0032625","interleukin-21 production","3/107","7/18903",6.07074652330658e-06,8.65667153358525e-05,3.90590598101572e-05,"3569/407006/407007",3
"GO:0032665","BP","GO:0032665","regulation of interleukin-21 production","3/107","7/18903",6.07074652330658e-06,8.65667153358525e-05,3.90590598101572e-05,"3569/407006/407007",3
"GO:0038001","BP","GO:0038001","paracrine signaling","3/107","7/18903",6.07074652330658e-06,8.65667153358525e-05,3.90590598101572e-05,"947/2247/5241",3
"GO:1903490","BP","GO:1903490","positive regulation of mitotic cytokinesis","3/107","7/18903",6.07074652330658e-06,8.65667153358525e-05,3.90590598101572e-05,"9212/332/55143",3
"GO:0071902","BP","GO:0071902","positive regulation of protein serine/threonine kinase activity","9/107","229/18903",6.1522922345861e-06,8.74227819627899e-05,3.94453186332314e-05,"891/894/990/1950/2146/2247/3458/3553/28984",9
"GO:0072331","BP","GO:0072331","signal transduction by p53 class mediator","8/107","173/18903",6.31619789229531e-06,8.94391227675545e-05,4.03550952810505e-05,"6790/9212/675/960/1111/11200/1869/8626",8
"GO:0044773","BP","GO:0044773","mitotic DNA damage checkpoint signaling","6/107","81/18903",6.56908041015908e-06,9.26970235655782e-05,4.18250660617585e-05,"672/983/1111/11200/2177/5347",6
"GO:0046209","BP","GO:0046209","nitric oxide metabolic process","6/107","82/18903",7.05535186360552e-06,9.91647630653246e-05,4.47433219176843e-05,"857/947/948/3043/3458/3553",6
"GO:2001234","BP","GO:2001234","negative regulation of apoptotic signaling pathway","9/107","233/18903",7.07622571086223e-06,9.91647630653246e-05,4.47433219176843e-05,"672/960/6387/2623/3553/407006/407007/4318/7015",9
"GO:0045936","BP","GO:0045936","negative regulation of phosphate metabolic process","12/107","440/18903",7.32551484252353e-06,0.000102305471890088,4.61604154663628e-05,"857/1029/1030/2022/283120/3458/3553/3725/5347/5468/6521/7070",12
"GO:0097193","BP","GO:0097193","intrinsic apoptotic signaling pathway","10/107","298/18903",7.44205300813814e-06,0.000103256159220657,4.65893673234522e-05,"672/675/857/960/11200/6387/1869/4318/5295/8626",10
"GO:0031297","BP","GO:0031297","replication fork processing","5/107","48/18903",7.46231320651238e-06,0.000103256159220657,4.65893673234522e-05,"580/672/675/5111/5888",5
"GO:0051099","BP","GO:0051099","positive regulation of binding","8/107","177/18903",7.47171172405426e-06,0.000103256159220657,4.65893673234522e-05,"857/1440/1950/3458/4233/4318/5468/7015",8
"GO:0010563","BP","GO:0010563","negative regulation of phosphorus metabolic process","12/107","441/18903",7.4952182505152e-06,0.000103256159220657,4.65893673234522e-05,"857/1029/1030/2022/283120/3458/3553/3725/5347/5468/6521/7070",12
"GO:2001057","BP","GO:2001057","reactive nitrogen species metabolic process","6/107","83/18903",7.57042043642685e-06,0.000103939826532563,4.68978392612218e-05,"857/947/948/3043/3458/3553",6
"GO:0030336","BP","GO:0030336","negative regulation of cell migration","11/107","368/18903",7.6524990006723e-06,0.000104712982958694,4.72466888505091e-05,"6347/6387/2022/2247/406913/407006/4286/3084/5468/28984/7070",11
"GO:0035518","BP","GO:0035518","histone H2A monoubiquitination","4/107","23/18903",7.90870534903319e-06,0.000107136595128236,4.83402270807573e-05,"580/672/675/5888",4
"GO:0035739","BP","GO:0035739","CD4-positive, alpha-beta T cell proliferation","4/107","23/18903",7.90870534903319e-06,0.000107136595128236,4.83402270807573e-05,"84433/50943/3559/7048",4
"GO:2000561","BP","GO:2000561","regulation of CD4-positive, alpha-beta T cell proliferation","4/107","23/18903",7.90870534903319e-06,0.000107136595128236,4.83402270807573e-05,"84433/50943/3559/7048",4
"GO:0051225","BP","GO:0051225","spindle assembly","7/107","128/18903",8.23236010200151e-06,0.000111150536393801,5.01513246990265e-05,"6790/9212/332/991/55143/11200/5347",7
"GO:0001818","BP","GO:0001818","negative regulation of cytokine production","11/107","371/18903",8.26071722607371e-06,0.000111164088764118,5.01574395532255e-05,"695/947/2146/50943/3458/3569/3718/406988/407006/407007/28984",11
"GO:0051928","BP","GO:0051928","positive regulation of calcium ion transport","7/107","129/18903",8.66455376713828e-06,0.000115780616856616,5.22404254465981e-05,"857/6347/930/6387/3718/3973/7070",7
"GO:0000819","BP","GO:0000819","sister chromatid segregation","9/107","239/18903",8.68410178339244e-06,0.000115780616856616,5.22404254465981e-05,"9212/332/701/891/991/990/113130/55143/5347",9
"GO:1901653","BP","GO:1901653","cellular response to peptide","11/107","373/18903",8.68924412924902e-06,0.000115780616856616,5.22404254465981e-05,"857/890/948/990/2353/3553/3718/3973/5295/5468/7431",11
"GO:0045621","BP","GO:0045621","positive regulation of lymphocyte differentiation","7/107","130/18903",9.11541566698786e-06,0.000121062252518427,5.46235090880387e-05,"695/939/50943/3458/3559/3575/7048",7
"GO:0002703","BP","GO:0002703","regulation of leukocyte mediated immunity","9/107","241/18903",9.28524024535378e-06,0.000122729939362335,5.5375972432964e-05,"695/50943/2623/2624/3553/3569/3575/3718/7037",9
"GO:0007260","BP","GO:0007260","tyrosine phosphorylation of STAT protein","6/107","86/18903",9.30138319970452e-06,0.000122729939362335,5.5375972432964e-05,"857/2066/3458/3569/3718/407006",6
"GO:1903829","BP","GO:1903829","positive regulation of protein localization","12/107","451/18903",9.39189521816142e-06,0.000123523178532712,5.57338833930751e-05,"983/1080/1950/2066/3458/3553/5175/5295/5347/5468/7015/7037",12
"GO:0060352","BP","GO:0060352","cell adhesion molecule production","4/107","24/18903",9.44917819399518e-06,0.000123875678001279,5.58929317960598e-05,"857/3553/407006/407007",4
"GO:0050767","BP","GO:0050767","regulation of neurogenesis","11/107","377/18903",9.60480297153413e-06,0.000125196384285307,5.64888368796637e-05,"1030/6387/1869/2146/2247/3458/3553/3569/407006/407007/7070",11
"GO:0010720","BP","GO:0010720","positive regulation of cell development","10/107","307/18903",9.65090989993405e-06,0.000125196384285307,5.64888368796637e-05,"6790/6387/1869/2247/3458/3553/3569/407006/407007/5979",10
"GO:1902423","BP","GO:1902423","regulation of attachment of mitotic spindle microtubules to kinetochore","3/107","8/18903",9.67314583306755e-06,0.000125196384285307,5.64888368796637e-05,"9212/332/55143",3
"GO:1902425","BP","GO:1902425","positive regulation of attachment of mitotic spindle microtubules to kinetochore","3/107","8/18903",9.67314583306755e-06,0.000125196384285307,5.64888368796637e-05,"9212/332/55143",3
"GO:1902107","BP","GO:1902107","positive regulation of leukocyte differentiation","8/107","184/18903",9.92457862373399e-06,0.000126694920472154,5.7164979139684e-05,"695/939/2353/50943/3458/3559/3575/7048",8
"GO:1903708","BP","GO:1903708","positive regulation of hemopoiesis","8/107","184/18903",9.92457862373399e-06,0.000126694920472154,5.7164979139684e-05,"695/939/2353/50943/3458/3559/3575/7048",8
"GO:0019915","BP","GO:0019915","lipid storage","6/107","87/18903",9.94480305871483e-06,0.000126694920472154,5.7164979139684e-05,"857/948/3553/3569/4792/5468",6
"GO:0048145","BP","GO:0048145","regulation of fibroblast proliferation","6/107","87/18903",9.94480305871483e-06,0.000126694920472154,5.7164979139684e-05,"857/890/891/990/1869/3725",6
"GO:1900182","BP","GO:1900182","positive regulation of protein localization to nucleus","6/107","87/18903",9.94480305871483e-06,0.000126694920472154,5.7164979139684e-05,"983/3458/5295/5347/7015/7037",6
"GO:0002697","BP","GO:0002697","regulation of immune effector process","11/107","379/18903",1.00933120246136e-05,0.000128185062712593,5.78373340357793e-05,"695/948/50943/2623/2624/3458/3553/3569/3575/3718/7037",11
"GO:0042326","BP","GO:0042326","negative regulation of phosphorylation","11/107","381/18903",1.06033293317339e-05,0.000134242773844755,6.05705843445823e-05,"857/1029/1030/2022/3458/3553/3725/5347/5468/6521/7070",11
"GO:0034767","BP","GO:0034767","positive regulation of ion transmembrane transport","8/107","186/18903",1.07389095254755e-05,0.000135537044445753,6.11545615997983e-05,"5243/857/6347/930/1080/3458/3973/7070",8
"GO:2001020","BP","GO:2001020","regulation of response to DNA damage stimulus","10/107","312/18903",1.11070873268252e-05,0.000138772137212592,6.26142413552466e-05,"580/672/675/960/1111/11200/6387/407006/5111/5888",10
"GO:0046622","BP","GO:0046622","positive regulation of organ growth","5/107","52/18903",1.11247792900146e-05,0.000138772137212592,6.26142413552466e-05,"983/2066/2247/2263/407007",5
"GO:2000146","BP","GO:2000146","negative regulation of cell motility","11/107","383/18903",1.11356498073561e-05,0.000138772137212592,6.26142413552466e-05,"6347/6387/2022/2247/406913/407006/4286/3084/5468/28984/7070",11
"GO:0000910","BP","GO:0000910","cytokinesis","8/107","187/18903",1.11667598365853e-05,0.000138772137212592,6.26142413552466e-05,"6790/9212/332/675/8556/990/55143/5347",8
"GO:0048469","BP","GO:0048469","cell maturation","8/107","187/18903",1.11667598365853e-05,0.000138772137212592,6.26142413552466e-05,"6790/675/695/1080/2624/5241/5468/5979",8
"GO:0034114","BP","GO:0034114","regulation of heterotypic cell-cell adhesion","4/107","25/18903",1.12001134364494e-05,0.000138772137212592,6.26142413552466e-05,"960/3553/407006/7070",4
"GO:0034644","BP","GO:0034644","cellular response to UV","6/107","89/18903",1.13398184647575e-05,0.000139651582547802,6.30110486941231e-05,"9212/993/1111/4318/5111/5295",6
"GO:0048678","BP","GO:0048678","response to axon injury","6/107","89/18903",1.13398184647575e-05,0.000139651582547802,6.30110486941231e-05,"983/2247/3725/407006/407007/7070",6
"GO:0061138","BP","GO:0061138","morphogenesis of a branching epithelium","8/107","188/18903",1.16088976058859e-05,0.000142533413505499,6.4311336077129e-05,"1950/2022/2247/2263/4233/5241/7048/8626",8
"GO:1900180","BP","GO:1900180","regulation of protein localization to nucleus","7/107","135/18903",1.16723220555016e-05,0.000142880472390237,6.44679296787694e-05,"948/983/3458/5295/5347/7015/7037",7
"GO:0048146","BP","GO:0048146","positive regulation of fibroblast proliferation","5/107","53/18903",1.22285870809885e-05,0.000149240173865277,6.73374385809451e-05,"890/891/990/1869/3725",5
"GO:0032103","BP","GO:0032103","positive regulation of response to external stimulus","12/107","464/18903",1.24795666443281e-05,0.000151847182163321,6.85137254787881e-05,"695/6387/2247/3458/3553/3569/4233/406913/407006/407007/283131/4792",12
"GO:0050878","BP","GO:0050878","regulation of body fluid levels","11/107","390/18903",1.31864406990623e-05,0.000159969238808923,7.21784122474988e-05,"857/947/948/1080/2066/2623/3043/3569/4233/6521/8626",11
"GO:0033044","BP","GO:0033044","regulation of chromosome organization","9/107","252/18903",1.326827080636e-05,0.000160482894515021,7.2410174638719e-05,"9212/332/701/891/991/990/113130/55143/5347",9
"GO:0030857","BP","GO:0030857","negative regulation of epithelial cell differentiation","5/107","54/18903",1.34160411909376e-05,0.000161788698516232,7.29993557851422e-05,"857/2146/3458/4318/8626",5
"GO:0097305","BP","GO:0097305","response to alcohol","9/107","253/18903",1.36935245239388e-05,0.000164646401376589,7.42887565266315e-05,"672/983/1080/1440/2263/2353/50943/5888/7048",9
"GO:0140013","BP","GO:0140013","meiotic nuclear division","8/107","194/18903",1.45837147793624e-05,0.000174573937606543,7.87680789760148e-05,"6790/675/701/898/991/2177/5347/5888",8
"GO:0055017","BP","GO:0055017","cardiac muscle tissue growth","6/107","93/18903",1.46051030477915e-05,0.000174573937606543,7.87680789760148e-05,"983/2066/2247/2263/407007/7048",6
"GO:2000107","BP","GO:2000107","negative regulation of leukocyte apoptotic process","5/107","55/18903",1.46915517419033e-05,0.000174580310757587,7.87709545533871e-05,"9212/939/6387/3575/3718",5
"GO:2000648","BP","GO:2000648","positive regulation of stem cell proliferation","5/107","55/18903",1.46915517419033e-05,0.000174580310757587,7.87709545533871e-05,"898/4072/2247/7015/8626",5
"GO:0007051","BP","GO:0007051","spindle organization","8/107","195/18903",1.51370044085838e-05,0.000179349230077214,8.09226996463186e-05,"6790/9212/332/891/991/55143/11200/5347",8
"GO:0010212","BP","GO:0010212","response to ionizing radiation","7/107","143/18903",1.69830886604096e-05,0.00020005586178523,9.02655696306131e-05,"580/672/675/894/11200/2177/5888",7
"GO:0033135","BP","GO:0033135","regulation of peptidyl-serine phosphorylation","7/107","143/18903",1.69830886604096e-05,0.00020005586178523,9.02655696306131e-05,"857/960/1440/3458/3569/5979/7037",7
"GO:0007080","BP","GO:0007080","mitotic metaphase plate congression","5/107","57/18903",1.75250299688871e-05,0.000203601199919008,9.18652326613426e-05,"9212/332/891/113130/55143",5
"GO:0045005","BP","GO:0045005","DNA-templated DNA replication maintenance of fidelity","5/107","57/18903",1.75250299688871e-05,0.000203601199919008,9.18652326613426e-05,"580/672/675/5111/5888",5
"GO:0070231","BP","GO:0070231","T cell apoptotic process","5/107","57/18903",1.75250299688871e-05,0.000203601199919008,9.18652326613426e-05,"939/11200/3559/3575/3718",5
"GO:0002699","BP","GO:0002699","positive regulation of immune effector process","9/107","261/18903",1.75345521583791e-05,0.000203601199919008,9.18652326613426e-05,"695/948/50943/2623/2624/3458/3553/3569/7037",9
"GO:0071216","BP","GO:0071216","cellular response to biotic stimulus","9/107","261/18903",1.75345521583791e-05,0.000203601199919008,9.18652326613426e-05,"695/6347/948/1440/2623/3553/3569/4792/7431",9
"GO:0001819","BP","GO:0001819","positive regulation of cytokine production","12/107","486/18903",1.97547384039174e-05,0.000228727227559887,0.00010320214214912,"672/695/84433/947/948/50943/283120/3458/3553/3569/5295/28984",12
"GO:0001763","BP","GO:0001763","morphogenesis of a branching structure","8/107","203/18903",2.02341167189164e-05,0.000233612074845671,0.000105406194151771,"1950/2022/2247/2263/4233/5241/7048/8626",8
"GO:1903038","BP","GO:1903038","negative regulation of leukocyte cell-cell adhesion","7/107","147/18903",2.03070878594716e-05,0.000233790382608761,0.000105486646939614,"1493/6387/50943/3559/3718/407006/407007",7
"GO:1902412","BP","GO:1902412","regulation of mitotic cytokinesis","3/107","10/18903",2.05576529727675e-05,0.000236006501924653,0.000106486564015941,"9212/332/55143",3
"GO:0097421","BP","GO:0097421","liver regeneration","4/107","29/18903",2.0665560311643e-05,0.000236577005933851,0.00010674397646518,"6790/2146/3569/5111",4
"GO:2001237","BP","GO:2001237","negative regulation of extrinsic apoptotic signaling pathway","6/107","99/18903",2.08894079867151e-05,0.000238467848477556,0.000107597128068769,"672/2623/3553/407006/407007/7015",6
"GO:0050864","BP","GO:0050864","regulation of B cell activation","8/107","204/18903",2.09622321217777e-05,0.000238628883313458,0.000107669787280368,"695/84433/930/939/1493/50943/3569/7037",8
"GO:0001776","BP","GO:0001776","leukocyte homeostasis","6/107","100/18903",2.21214820855919e-05,0.000250164809943991,0.000112874818411322,"695/50943/3559/3569/3575/3718",6
"GO:0001933","BP","GO:0001933","negative regulation of protein phosphorylation","10/107","338/18903",2.21433858329655e-05,0.000250164809943991,0.000112874818411322,"857/1029/1030/2022/3458/3553/3725/5347/5468/7070",10
"GO:0009411","BP","GO:0009411","response to UV","7/107","149/18903",2.21602685974008e-05,0.000250164809943991,0.000112874818411322,"9212/675/993/1111/4318/5111/5295",7
"GO:2000351","BP","GO:2000351","regulation of endothelial cell apoptotic process","5/107","60/18903",2.2553380953899e-05,0.000253897341264946,0.000114558943349445,"6347/2624/406913/28984/7015",5
